lineageId,schemaId,occurrenceId,canonicalElementId,moduleCode,reportSourceCode,canonicalObservedCodes,codeRelationship,observedOn,action
HMIS-CODELINE-STATE-045,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0080,HMIS-DE-0467,M1,1.9.1.e,1.8.1.e; 1.9.1.e,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-046,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0081,HMIS-DE-0631,M1,1.9.2,1.9.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-047,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0082,HMIS-DE-0639,M1,1.9.3,1.9.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-048,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0083,HMIS-DE-0641,M1,1.9.3.a,1.8.3.a; 1.9.3.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-049,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0084,HMIS-DE-0638,M1,1.9.4,1.9.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-050,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0085,HMIS-DE-0640,M1,1.9.4.a,1.9.4.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-051,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0086,HMIS-DE-0371,M2,2.1.1.a,2.1.1.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-052,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0087,HMIS-DE-0370,M2,2.1.1.b,2.1.1.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-053,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0088,HMIS-DE-0491,M2,2.1.2,2.1.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-054,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0089,HMIS-DE-0389,M2,2.2,2.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-055,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0090,HMIS-DE-0577,M2,2.2.1,2.2.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-056,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0091,HMIS-DE-0578,M2,2.2.2,2.2.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-057,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0092,HMIS-DE-0579,M2,2.2.3,2.1.3; 2.2.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-058,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0093,HMIS-DE-0585,M2,2.3.1,2.3.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-059,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0094,HMIS-DE-0584,M2,2.3.2,2.3.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-060,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0095,HMIS-DE-0587,M2,2.3.3,2.3.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-061,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0096,HMIS-DE-0586,M2,2.3.4,2.2.4; 2.3.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-062,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0097,HMIS-DE-0430,M2,2.4,2.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-063,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0098,HMIS-DE-0259,M2,2.5,2.5,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-064,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0099,HMIS-DE-0663,M2,2.6,2.6,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-065,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0100,HMIS-DE-0658,M3,3.1,3.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-066,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0101,HMIS-DE-0576,M3,3.1.1,3.1.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-067,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0102,HMIS-DE-0575,M3,3.1.2,3.1.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-068,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0103,HMIS-DE-0217,M4,4.1.1.a,3.1.1.a; 4.1.1.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-069,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0104,HMIS-DE-0216,M4,4.1.1.b,3.1.1.b; 4.1.1.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-070,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0105,HMIS-DE-0458,M4,4.1.2,4.1.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-071,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0106,HMIS-DE-0186,M4,4.1.3.a,3.1.3.a; 4.1.3.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-072,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0107,HMIS-DE-0015,M4,4.1.3.b,3.1.3.b; 4.1.3.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-073,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0109,HMIS-DE-0003,M4,4.2,3.2; 4.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-074,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0110,HMIS-DE-0620,M4,4.3.1.a,4.3.1.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-075,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0111,HMIS-DE-0235,M4,4.3.1.b,4.3.1.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-076,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0112,HMIS-DE-0236,M4,4.3.1.c,4.3.1.c,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-077,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0113,HMIS-DE-0692,M4,4.3.2.a,3.3.1; 4.3.2.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-078,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0114,HMIS-DE-0601,M4,4.3.2.b,3.3.2; 4.3.2.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-079,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0115,HMIS-DE-0602,M4,4.3.2.c,4.3.2.c,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-080,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0116,HMIS-DE-0530,M4,4.3.3,4.3.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-081,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0117,HMIS-DE-0434,M4,4.4.1,3.4.1; 4.4.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-082,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0118,HMIS-DE-0428,M4,4.4.2,3.4.2; 4.4.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-083,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0119,HMIS-DE-0571,M4,4.4.2.a,3.4.2.a; 4.4.2.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-084,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0120,HMIS-DE-0427,M4,4.4.3,3.4.3; 4.4.3,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-085,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0121,HMIS-DE-0266,M4,4.4.4,3.4.4; 4.4.4,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-086,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0122,HMIS-DE-0431,M4,4.4.5,4.4.5,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-087,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0123,HMIS-DE-0432,M4,4.5.1,3.5.1; 4.5.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-088,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0124,HMIS-DE-0429,M4,4.5.1.a,3.5.1.a; 4.5.1.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-089,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0125,HMIS-DE-0517,M4,4.5.3,4.5.2,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-090,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0126,HMIS-DE-0325,M4,4.5.5,4.5.3,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-091,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0127,HMIS-DE-0324,M4,4.5.6,4.5.4,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-092,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0128,HMIS-DE-0326,M4,4.5.7,4.5.5,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-093,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0129,HMIS-DE-0528,M5,5.1.1,4.1.1; 5.1.1,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-094,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0130,HMIS-DE-0311,M5,5.1.2,4.1.2; 5.1.2,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-095,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0131,HMIS-DE-0444,M5,5.1.3.a,4.1.3.a; 5.1.3.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-096,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0132,HMIS-DE-0440,M5,5.2.1.c,4.2.1.a; 5.2.1.a,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-097,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0133,HMIS-DE-0395,M5,5.2.1.e,4.2.1.b; 5.2.1.b,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-098,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0134,HMIS-DE-0526,M5,5.2.1.f,4.2.1.c; 5.2.1.c,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-099,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0135,HMIS-DE-0441,M5,5.2.2.c,4.2.2.a; 5.2.2.a,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-100,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0136,HMIS-DE-0396,M5,5.2.2.e,4.2.2.b; 5.2.2.b,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-101,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0137,HMIS-DE-0527,M5,5.2.2.f,4.2.2.c; 5.2.2.c,New report-schema code occurrence,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-102,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0138,HMIS-DE-0284,M5,5.2.3.a,4.2.3.a; 5.2.3.a,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-103,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0139,HMIS-DE-0283,M5,5.2.3.b,4.2.3.b; 5.2.3.b,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-104,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0140,HMIS-DE-0286,M5,5.2.3.c,4.2.3.c; 5.2.3.c,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
HMIS-CODELINE-STATE-105,HMIS-RPTSCHEMA-STATE-20260901-001,HMIS-RPTCOL-STATE-0141,HMIS-DE-0282,M5,5.2.3.d,4.2.3.d; 5.2.3.d,Existing observed code,2026-09-01,Retain as schema-specific occurrence; do not overwrite canonical code history
